Date/Time;Radiated Energy (e10 J);Impact energy (kt);Velocity (km/s);Altitude (km);Longitude (deg.);Latitude (deg.);Latitude direction (East / West);Latitude direction (North / South);Geo point
2018-08-27T06:36:45+02:00;2.4;0.086;16;33.0;141;1;E;S;1.7, 141.4
2018-06-02T18:44:12+02:00;37.5;0.98;16;28.7;23;21;E;S;21.2, 23.3
2018-05-03T09:23:59+02:00;3.8;0.13;11;39.0;7;46;W;N;46.9, 7.5
2018-04-30T15:17:57+02:00;3.0;0.1;13;34.0;1;45;W;S;45.5, 1.4
2018-04-19T16:02:27+02:00;7.2;0.23;20;30.0;3;7;E;N;7.5, 3.6
2018-04-19T15:39:38+02:00;51.2;1.3;10;31.5;72;22;E;S;22.2, 72.6
2018-04-07T05:05:09+02:00;8.6;0.27;;31.5;78;72;W;N;72.4, 78.7
2018-02-21T02:28:03+01:00;7.1;0.22;13;31.5;37;13;W;S;13.5, 37.1
2018-02-08T23:21:41+01:00;25.9;0.7;;43.5;179;42;E;N;42.9, 179.7
2018-02-01T13:21:36+01:00;19.0;0.53;16;37.0;104;19;E;S;19.4, 104.3
2018-01-06T22:24:22+01:00;2.8;0.098;21;26.0;52;55;E;N;55.8, 52.5
2017-12-31T10:36:10+01:00;4.4;0.15;;64.5;101;63;W;S;63.5, 101.3
2017-12-28T18:45:44+01:00;11.4;0.34;;;;;;;
2017-10-09T14:51:48+02:00;3.0;0.1;;;64;18;W;S;18.3, 64.1
2017-08-01T00:01:35+02:00;5.8;0.19;;;118;24;W;N;24.7, 118.5
2017-07-13T11:30:36+02:00;7.3;0.23;13;35.0;60;23;E;N;23.1, 60.7
2017-06-30T16:26:45+02:00;9.4;0.29;15;20.0;134;34;E;S;34.3, 134.5
2017-05-24T09:03:03+02:00;9.0;0.28;18;46.0;101;9;E;S;9.1, 101.8
2017-05-22T19:44:39+02:00;3.5;0.12;;33.0;157;49;W;S;49.6, 157.6
2017-04-30T23:28:28+02:00;15.0;0.43;21;32.4;56;25;E;S;25.7, 56.2
2017-03-09T05:16:37+01:00;40.0;1.0;36;23.0;18;40;W;N;40.5, 18.0
2016-11-24T15:10:34+01:00;13.8;0.4;17;30.6;80;15;E;S;15.2, 80.3
2016-10-01T22:23:45+02:00;3.1;0.11;14;27.8;6;36;E;N;36.2, 6.7
2016-09-14T17:01:51+02:00;7.6;0.24;18;54.0;44;3;E;S;3.5, 44.6
2016-06-05T08:12:55+02:00;33.1;0.87;14;28.7;138;17;E;S;17.4, 138.3
2016-05-29T14:14:55+02:00;6.9;0.22;;32.0;48;10;W;N;10.2, 48.8
2016-04-18T13:59:10+02:00;22.4;0.62;17;31.5;14;20;W;N;20.7, 14.5
2016-04-10T16:57:53+02:00;65.5;1.6;15;35.2;149;22;E;N;22.0, 149.0
2016-03-17T00:54:20+01:00;3.2;0.11;13;42.0;6;49;W;S;49.2, 6.3
2016-02-21T06:58:53+01:00;36.9;0.96;;32.0;37;36;W;N;36.5, 37.2
2016-02-13T01:10:13+01:00;5.1;0.17;;;117;3;E;N;3.1, 117.9
2016-02-06T14:55:09+01:00;685.3;13.0;15;31.0;25;30;W;S;30.4, 25.5
2016-01-21T17:44:54+01:00;4.6;0.15;18;42.5;0;10;E;S;10.8, 0.7
2015-12-21T03:32:48+01:00;8.3;0.26;12;42.2;143;5;E;N;5.9, 143.0
2015-10-10T11:57:51+02:00;3.6;0.12;11;51.8;21;51;W;S;51.0, 21.1
2015-09-02T22:10:30+02:00;3.7;0.13;24;39.8;40;39;E;N;39.1, 40.2
2015-07-19T09:06:26+02:00;2.3;0.082;17;22.0;87;20;W;N;20.6, 87.6
2015-06-14T05:03:06+02:00;7.1;0.22;31;32.4;124;6;E;N;6.3, 124.1
2015-06-12T19:03:35+02:00;17.6;0.5;;43.5;32;1;W;S;1.3, 32.1
2015-05-18T19:13:51+02:00;4.3;0.14;;29.0;139;32;E;N;32.4, 139.1
2015-04-30T12:21:01+02:00;10.5;0.32;12;26.7;139;48;E;S;48.7, 139.1
2015-04-21T03:42:51+02:00;8.8;0.27;21;37.4;39;37;W;N;37.7, 39.6
2015-04-08T06:06:31+02:00;17.3;0.49;19;36.3;51;25;E;S;25.5, 51.5
2015-03-30T23:33:52+02:00;6.4;0.2;13;33.1;5;36;W;S;36.1, 5.5
2015-03-04T05:30:05+01:00;5.5;0.18;18;39.8;88;15;E;S;15.9, 88.1
2015-02-17T14:19:50+01:00;3.3;0.11;28;39.0;11;8;W;S;8.0, 11.2
2014-08-23T08:29:41+02:00;381.9;7.6;16;22.2;132;61;E;S;61.7, 132.6
2014-07-29T09:38:07+02:00;7.3;0.23;;;172;49;W;S;49.2, 172.2
2014-07-29T05:07:43+02:00;5.3;0.17;;;115;33;W;S;33.9, 115.9
2014-06-26T07:54:41+02:00;6.1;0.2;11;28.5;93;71;E;S;71.5, 93.4
2014-05-16T14:42:48+02:00;30.9;0.82;16;44.0;176;44;W;S;44.2, 176.2
2014-03-03T16:00:21+01:00;9.4;0.29;;;94;29;W;S;29.0, 94.9
2013-10-12T18:06:45+02:00;161.0;3.5;12;22.2;25;19;W;S;19.1, 25.0
2013-10-09T19:27:36+02:00;6.0;0.19;;;;;;;
2013-09-24T17:31:16+02:00;16.0;0.46;;40.7;164;10;W;S;10.3, 164.7
2013-08-12T20:08:02+02:00;4.4;0.15;;66.6;118;34;E;S;34.4, 118.2
2013-07-31T09:00:38+02:00;3.9;0.13;;;;;;;
2013-07-30T04:36:58+02:00;39.0;1.0;18;25.6;90;50;E;S;50.2, 90.2
2013-07-26T13:32:26+02:00;2.0;0.073;;37.0;178;21;W;N;21.0, 178.5
2013-07-18T02:46:37+02:00;2.2;0.079;;;;;;;
2013-06-02T00:49:48+02:00;3.4;0.12;;28.9;138;65;E;S;65.6, 138.4
2013-05-15T01:20:21+02:00;2.0;0.073;;;76;3;E;S;3.0, 76.4
2013-01-25T08:40:18+01:00;340.0;6.9;;;64;60;W;N;60.3, 64.6
2012-10-09T02:54:55+02:00;21.0;0.58;13;27.8;84;51;W;N;51.2, 84.6
2012-10-02T18:38:38+02:00;47.0;1.2;15;35.0;111;8;W;S;8.1, 111.9
2012-09-10T03:03:32+02:00;2.3;0.082;16;23.8;111;69;W;S;69.8, 111.7
2012-08-27T08:57:43+02:00;6.8;0.22;28;38.7;64;18;E;S;18.3, 64.2
2012-07-27T06:19:50+02:00;3.4;0.12;;27.2;172;63;E;N;63.1, 172.3
2012-07-25T09:48:20+02:00;13.3;0.39;18;26.8;41;36;E;N;36.4, 41.5
2012-04-21T18:08:23+02:00;14.3;0.42;;;174;15;W;S;15.8, 174.8
2012-03-01T04:12:40+01:00;2.2;0.079;;;29;46;W;N;46.9, 29.8
2012-02-24T20:11:41+01:00;3.7;0.13;;;30;22;E;S;22.7, 30.8
2012-01-15T13:26:20+01:00;2.1;0.076;12;26.3;109;64;E;S;64.1, 109.9
2011-11-20T06:25:05+01:00;2.3;0.082;;;116;27;E;S;27.9, 116.3
2011-09-14T01:36:47+02:00;6.7;0.21;16;21.3;13;19;W;S;19.9, 13.8
2011-08-31T11:44:13+02:00;2.7;0.095;;;5;18;W;N;18.6, 5.1
2011-07-28T01:00:36+02:00;4.4;0.15;;29.6;63;45;E;S;45.3, 63.5
2011-07-08T01:25:54+02:00;3.3;0.11;;;;;;;
2011-07-05T17:42:41+02:00;6.5;0.21;;40.7;139;29;E;N;29.1, 139.7
2011-07-04T11:18:04+02:00;2.9;0.1;;;175;51;E;S;51.7, 175.0
2011-04-27T22:38:09+02:00;22.0;0.61;;28.7;126;1;W;N;1.4, 126.6
2011-04-27T13:21:44+02:00;2.4;0.086;;;;;;;
2011-04-11T23:43:40+02:00;3.8;0.13;;;;;;;
2011-02-21T06:07:03+01:00;3.9;0.13;18;44.4;43;26;E;N;26.3, 43.7
2011-01-21T16:11:43+01:00;7.2;0.23;;61.0;44;18;W;N;18.9, 44.6
2010-11-09T14:05:46+01:00;8.6;0.27;;37.0;16;56;W;S;56.3, 16.7
2010-11-09T07:56:52+01:00;2.0;0.073;;26.0;160;14;W;S;14.0, 160.0
2010-10-27T13:27:39+02:00;14.5;0.42;;35.2;67;14;E;S;14.1, 67.7
2010-10-08T11:58:01+02:00;2.0;0.073;;;;;;;
2010-09-18T07:04:41+02:00;6.7;0.21;;;36;7;E;N;7.4, 36.7
2010-08-05T21:31:48+02:00;3.6;0.12;;;46;21;E;S;21.5, 46.6
2010-06-21T08:42:00+02:00;16.3;0.47;;;120;22;W;S;22.5, 120.9
2010-04-16T06:38:52+02:00;84.4;2.0;18;22.2;176;1;W;N;1.8, 176.9
2010-03-15T16:55:43+01:00;8.0;0.25;;;;;;;
2010-02-26T23:46:13+01:00;23.7;0.65;;;166;37;W;S;37.3, 166.0
2010-02-24T20:55:58+01:00;9.3;0.28;;;102;2;W;S;2.6, 102.2
2010-01-15T20:17:54+01:00;49.2;1.2;14;25.0;27;8;E;S;8.3, 27.0
2009-11-18T08:07:19+01:00;73.6;1.8;;31.5;113;40;W;N;40.4, 113.2
2009-11-07T12:31:59+01:00;2.2;0.079;;;157;45;W;N;45.5, 157.7
2009-11-07T11:41:38+01:00;4.2;0.14;;37.0;64;24;E;N;24.0, 64.1
2009-10-11T14:49:51+02:00;7.1;0.22;;27.8;70;78;E;S;78.3, 70.2
2009-10-08T04:57:00+02:00;2000.0;33.0;19;19.1;120;4;E;S;4.2, 120.6
2009-05-13T22:20:16+02:00;7.3;0.23;;;;;;;
2009-04-20T06:01:39+02:00;2.2;0.079;;;84;6;E;N;6.0, 84.3
2009-03-15T06:44:33+01:00;3.2;0.11;;;98;21;W;S;21.7, 98.6
2009-03-01T10:00:59+01:00;2.0;0.073;;;;;;;
2009-02-20T13:15:57+01:00;5.0;0.16;;;70;64;W;S;64.9, 70.0
2009-02-07T20:51:32+01:00;160.0;3.5;15;40.0;69;56;E;N;56.6, 69.8
2009-01-12T23:24:56+01:00;4.8;0.16;;;44;47;W;N;47.8, 44.3
2008-12-09T07:08:16+01:00;3.4;0.12;;;;;;;
2008-11-18T10:41:51+01:00;2.5;0.089;22;35.2;75;29;E;S;29.4, 75.9
2008-10-10T11:34:18+02:00;18.0;0.51;;21.4;17;57;E;S;57.3, 17.0
2008-08-12T13:44:10+02:00;2.0;0.073;;;175;11;W;S;11.6, 175.0
2008-08-07T08:07:10+02:00;4.1;0.14;13;45.4;180;18;E;N;18.5, 180.0
2008-07-22T21:34:00+02:00;6.1;0.2;;54.4;89;17;W;S;17.8, 89.2
2008-07-08T17:55:30+02:00;6.6;0.21;21;52.2;147;72;E;N;72.8, 147.3
2008-06-27T04:01:23+02:00;17.2;0.49;23;33.7;17;26;W;S;26.9, 17.7
2008-06-18T15:45:36+02:00;2.1;0.076;;;103;6;E;N;6.1, 103.1
2008-05-24T12:18:10+02:00;15.0;0.43;14;37.0;162;0;E;N;0.8, 162.0
2008-05-22T22:50:28+02:00;2.1;0.076;;;134;46;E;N;46.9, 134.5
2008-05-06T03:08:56+02:00;5.7;0.18;;;;;;;
2008-03-15T12:29:55+01:00;5.0;0.16;12;26.7;41;28;W;N;28.0, 41.5
2008-02-18T09:51:12+01:00;5.0;0.16;;;;;;;
2008-01-18T02:17:39+01:00;4.4;0.15;;;;;;;
2007-12-26T07:46:20+01:00;13.6;0.4;;;158;61;W;S;61.6, 158.9
2007-12-20T18:00:48+01:00;12.2;0.36;;;115;51;E;N;51.3, 115.4
2007-10-25T21:35:38+02:00;5.8;0.19;;46.3;91;40;E;S;40.9, 91.3
2007-03-15T03:20:15+01:00;2.5;0.089;;;148;44;W;S;44.1, 148.4
2007-02-02T13:48:41+01:00;34.0;0.89;;35.5;37;24;W;N;24.0, 37.2
2007-01-22T08:24:56+01:00;7.6;0.24;13;32.0;53;45;E;N;45.4, 53.5
2007-01-18T14:51:10+01:00;3.2;0.11;;34.1;164;5;W;N;5.3, 164.3
2006-12-07T12:42:00+01:00;2.1;0.076;;;140;14;W;N;14.0, 140.0
2006-11-13T16:16:34+01:00;2.3;0.082;;;43;44;E;S;44.0, 43.3
2006-10-07T14:18:53+02:00;4.1;0.14;;40.7;61;23;W;S;23.0, 61.8
2006-10-02T21:10:27+02:00;9.0;0.28;;42.0;53;14;E;N;14.0, 53.1
2006-09-27T10:33:43+02:00;10.7;0.32;;48.1;60;32;E;S;32.0, 60.2
2006-09-02T06:26:15+02:00;123.0;2.8;14;44.1;109;14;E;S;14.0, 109.1
2006-08-15T12:52:24+02:00;4.7;0.16;;32.7;49;4;E;N;4.9, 49.6
2006-05-28T03:32:24+02:00;2.6;0.092;;;;;;;
2006-01-08T06:20:19+01:00;9.4;0.29;;;28;7;W;N;7.6, 28.2
2005-12-24T16:30:26+01:00;18.1;0.51;;66.0;17;54;E;S;54.0, 17.3
2005-11-29T08:33:16+01:00;3.2;0.11;;59.3;58;7;W;N;7.6, 58.2
2005-09-14T03:08:52+02:00;2.5;0.089;;33.3;27;11;E;N;11.6, 27.3
2005-09-02T09:59:47+02:00;8.2;0.25;;;73;13;E;N;13.5, 73.1
2005-06-03T10:15:41+02:00;8.2;0.25;26;29.6;90;31;W;S;31.0, 90.3
2005-05-07T11:31:44+02:00;2.6;0.092;16;15.2;163;75;E;S;75.8, 163.7
2005-05-02T22:10:36+02:00;4.6;0.15;;;36;17;E;N;17.7, 36.0
2005-04-22T13:18:05+02:00;2.2;0.079;;37.0;36;20;W;N;20.9, 36.7
2005-04-05T19:48:07+02:00;3.5;0.12;;;;;;;
2005-04-03T03:45:29+02:00;21.9;0.61;;59.2;112;1;E;S;1.0, 112.4
2005-02-17T23:52:36+01:00;10.0;0.3;;42.5;161;48;W;N;48.0, 161.5
2005-01-01T04:44:09+01:00;45.4;1.2;;31.8;12;32;E;N;32.7, 12.4
2004-10-10T13:05:28+02:00;3.0;0.1;;;;;;;
2004-08-22T12:01:33+02:00;144.0;3.2;;37.0;22;51;E;S;51.9, 22.7
2004-07-29T14:41:45+02:00;2.5;0.089;;;;;;;
2004-07-16T02:11:01+02:00;2.9;0.1;;;;;;;
2004-07-03T22:47:22+02:00;6.5;0.21;;;;;;;
2004-06-12T09:13:56+02:00;10.4;0.31;;;175;21;E;N;21.7, 175.3
2004-06-05T22:34:10+02:00;181.0;3.9;19;43.0;174;1;W;N;1.3, 174.4
2004-06-04T15:41:38+02:00;33.9;0.89;;;;;;;
2004-06-03T23:59:15+02:00;4.7;0.16;;;;;;;
2004-04-23T02:33:41+02:00;5.6;0.18;;;;;;;
2004-04-06T05:24:49+02:00;43.3;1.1;25;35.0;162;12;E;S;12.0, 162.8
2004-03-26T17:35:45+01:00;2.4;0.086;;46.0;155;7;E;S;7.6, 155.1
2004-03-25T10:39:26+01:00;2.1;0.076;;;21;4;E;S;4.8, 21.0
2004-02-02T19:52:20+01:00;3.0;0.1;;;52;18;E;S;18.3, 52.3
2004-01-22T02:06:43+01:00;23.2;0.64;;37.0;157;50;E;S;50.6, 157.8
2004-01-17T21:11:02+01:00;2.8;0.098;;;;;;;
2004-01-16T12:17:06+01:00;9.8;0.3;;;;;;;
2003-12-09T23:36:23+01:00;64.3;1.6;;;90;67;W;S;67.1, 90.8
2003-11-01T15:09:30+01:00;7.3;0.23;;;151;51;E;S;51.4, 151.7
2003-10-13T16:06:59+02:00;3.0;0.1;;;;;;;
2003-09-27T14:59:02+02:00;215.0;4.6;18;26.0;86;21;E;N;21.0, 86.6
2003-09-21T09:40:00+02:00;2.0;0.073;;;;;;;
2003-08-26T10:44:07+02:00;24.9;0.68;;;;;;;
2003-07-21T07:11:28+02:00;5.8;0.19;;;;;;;
2003-06-23T00:53:28+02:00;2.1;0.076;;;;;;;
2003-03-27T06:50:26+01:00;14.2;0.41;;45.0;87;41;W;N;41.4, 87.7
2003-02-13T00:45:57+01:00;7.9;0.25;;;;;;;
2003-02-06T18:00:19+01:00;19.7;0.55;;;113;62;W;S;62.9, 113.9
2003-01-30T07:02:59+01:00;10.7;0.32;;;;;;;
2002-10-04T12:08:01+02:00;11.7;0.35;;;;;;;
2002-08-14T09:48:32+02:00;9.0;0.28;;;126;6;W;S;6.9, 126.2
2002-07-25T17:57:32+02:00;23.0;0.63;;;47;28;E;S;28.7, 47.0
2002-07-22T13:16:02+02:00;5.3;0.17;;;106;34;E;N;34.0, 106.1
2002-06-29T18:31:55+02:00;15.9;0.46;;;;;;;
2002-06-15T13:51:18+02:00;2.9;0.1;;;;;;;
2002-04-03T21:10:21+02:00;18.2;0.51;;;27;5;E;S;5.3, 27.1
2002-03-28T22:29:56+01:00;2.7;0.095;;;;;;;
2002-03-19T03:56:52+01:00;5.3;0.17;;;;;;;
2001-07-24T00:19:11+02:00;124.0;2.8;;;77;41;W;N;41.0, 77.0
2001-04-13T02:29:57+02:00;25.1;0.68;;;162;15;E;S;15.3, 162.4
2001-01-28T17:19:18+01:00;10.8;0.32;;;31;66;E;N;66.0, 31.3
2000-12-15T14:22:59+01:00;26.2;0.71;;;95;41;E;N;41.3, 95.2
2000-09-20T00:12:38+02:00;8.9;0.27;;;133;3;W;S;3.2, 133.8
2000-07-31T09:06:34+02:00;3.8;0.13;;;138;15;W;N;15.7, 138.5
2000-07-15T18:13:29+02:00;2.1;0.076;;;163;46;E;S;46.6, 163.3
2000-07-09T03:08:45+02:00;12.1;0.36;;;;;;;
2000-06-23T11:03:42+02:00;2.0;0.073;;;44;69;W;N;69.2, 44.0
2000-06-22T22:02:11+02:00;3.0;0.1;;;159;32;E;N;32.9, 159.0
2000-06-14T18:39:18+02:00;14.5;0.42;;48.0;107;28;E;N;28.1, 107.3
2000-06-04T05:17:39+02:00;19.0;0.53;;;;;;;
2000-05-29T18:46:28+02:00;6.0;0.19;;;;;;;
2000-05-03T12:40:09+02:00;5.9;0.19;;;73;5;E;S;5.0, 73.0
2000-04-21T15:42:20+02:00;8.6;0.27;;;;;;;
2000-04-04T15:38:15+02:00;2.3;0.082;;;;;;;
2000-03-28T17:27:17+02:00;6.3;0.2;;;98;1;E;N;1.0, 98.3
2000-03-06T09:29:18+01:00;96.0;2.2;;;175;58;E;N;58.0, 175.0
1999-12-11T18:31:52+01:00;27.3;0.74;;;;;;;
1999-12-10T19:56:50+01:00;2.8;0.098;;;;;;;
1999-12-01T20:38:15+01:00;2.3;0.082;;;;;;;
1999-11-30T03:18:53+01:00;4.5;0.15;;;;;;;
1999-11-07T18:53:06+01:00;8.9;0.27;;;77;2;W;S;2.3, 77.4
1999-10-26T19:19:42+02:00;8.6;0.27;;;70;13;W;N;13.7, 70.8
1999-08-06T05:22:37+02:00;6.8;0.22;;;;;;;
1999-06-25T08:27:41+02:00;12.4;0.37;;69.0;121;50;E;N;50.0, 121.0
1999-05-23T09:02:10+02:00;2.6;0.092;;;116;16;W;S;16.4, 116.3
1999-04-26T13:33:06+02:00;9.2;0.28;;;6;22;E;S;22.5, 6.5
1999-04-26T11:49:26+02:00;3.3;0.11;;;159;32;E;S;32.8, 159.1
1999-02-19T00:15:25+01:00;15.4;0.44;;;64;54;W;S;54.9, 64.6
1999-01-19T03:32:21+01:00;2.4;0.086;;;85;7;E;N;7.9, 85.8
1998-12-22T10:24:00+01:00;2.7;0.095;;;;;;;
1998-11-23T21:20:14+01:00;2.5;0.089;;;160;82;E;N;82.3, 160.1
1998-09-04T11:16:11+02:00;12.8;0.38;;;;;;;
1998-09-01T13:15:04+02:00;2.4;0.086;;;23;34;E;N;34.6, 23.6
1998-08-30T02:20:12+02:00;4.1;0.14;;;;;;;
1998-08-08T14:55:22+02:00;2.3;0.082;;;;;;;
1998-01-08T17:10:21+01:00;6.2;0.2;;;;;;;
1997-09-30T14:31:18+02:00;2.3;0.082;;;63;38;E;S;38.1, 63.9
1997-07-04T14:22:33+02:00;2.7;0.095;;;175;15;W;S;15.8, 175.8
1997-05-22T10:30:15+02:00;4.5;0.15;;;;;;;
1997-02-06T19:28:34+01:00;2.6;0.092;;;;;;;
1997-01-23T11:03:27+01:00;27.0;0.73;;;94;15;E;S;15.0, 94.2
1996-12-17T05:16:18+01:00;4.1;0.14;;;37;34;W;N;34.1, 37.2
1996-12-10T07:09:32+01:00;25.0;0.68;;;;;;;
1996-11-22T11:06:17+01:00;6.8;0.22;;;;;;;
1996-10-07T19:43:44+02:00;4.5;0.15;;;;;;;
1996-08-15T18:07:51+02:00;8.4;0.26;;;;;;;
1996-08-07T05:16:03+02:00;15.0;0.43;;;;;;;
1996-06-25T13:22:40+02:00;2.1;0.076;;;;;;;
1996-05-08T03:02:05+02:00;2.8;0.098;;;;;;;
1996-05-01T15:19:25+02:00;3.5;0.12;;;;;;;
1996-03-30T05:03:32+01:00;12.0;0.36;;;84;31;W;S;31.1, 84.3
1996-03-13T09:31:01+01:00;23.0;0.63;;;;;;;
1996-02-16T08:03:14+01:00;5.5;0.18;;;;;;;
1996-01-18T18:10:49+01:00;12.0;0.36;;;;;;;
1995-12-22T14:26:29+01:00;45.0;1.1;;;73;70;W;S;70.2, 73.3
1995-12-09T20:54:26+01:00;12.0;0.36;;;79;2;W;S;2.9, 79.0
1995-11-13T04:10:47+01:00;2.1;0.076;;;;;;;
1995-10-01T03:42:01+01:00;3.5;0.12;;;;;;;
1995-08-06T06:38:09+02:00;5.5;0.18;;;;;;;
1995-06-09T11:28:38+02:00;2.5;0.089;;;;;;;
1995-04-02T14:32:38+02:00;2.5;0.089;;;;;;;
1994-10-08T04:24:22+01:00;6.6;0.21;;;;;;;
1994-09-22T06:22:17+02:00;6.7;0.21;;;;;;;
1994-06-03T22:48:42+02:00;50.9;1.3;;;;;;;
1994-05-29T11:30:58+02:00;38.4;1.0;;;2;52;E;N;52.8, 2.3
1993-11-29T18:48:41+01:00;2.6;0.092;;;78;26;E;N;26.5, 78.3
